Date,Amount,Category,Description
2021-11-21 10:46:32.872609,649.55,Utilities,Watched a movie
2022-07-02 10:46:32.872609,685.2,Shopping,Lunch with friends
2022-05-07 10:46:32.872609,295.8,Entertainment,Watched a movie
2021-06-30 10:46:32.872609,348.76,Shopping,Electricity bill
2024-02-14 10:46:32.872609,968.81,Education,Electricity bill
2025-07-09 10:46:32.872609,556.1,Utilities,Bought clothes
2021-01-19 10:46:32.872609,745.7,Travel,Doctor visit
2025-02-28 10:46:32.872609,276.26,Utilities,Online course fee
2024-07-12 10:46:32.872609,518.14,Food,Online course fee
2024-04-24 10:46:32.872609,218.61,Shopping,Lunch with friends
2024-02-20 10:46:32.872609,226.07,Travel,Lunch with friends
2024-08-23 10:46:32.872609,268.24,Education,Uber ride
2025-07-11 10:46:32.872609,922.7,Education,Doctor visit
2022-06-09 10:46:32.872609,521.86,Travel,Bought clothes
2023-01-22 10:46:32.872609,634.8,Food,Paid for groceries
2020-08-14 10:46:32.872609,480.46,Utilities,Electricity bill
2022-01-16 10:46:32.872609,472.57,Utilities,Electricity bill
2021-09-24 10:46:32.872609,329.76,Entertainment,Online course fee
2021-12-15 10:46:32.872609,568.13,Entertainment,Electricity bill
2024-06-10 10:46:32.872609,661.72,Shopping,Watched a movie
2020-12-07 10:46:32.872609,902.26,Education,Lunch with friends
2022-07-09 10:46:32.872609,329.15,Shopping,Bought clothes
2021-12-29 10:46:32.872609,113.57,Travel,Online course fee
2024-12-19 10:46:32.872609,365.3,Utilities,Doctor visit
2021-02-28 10:46:32.872609,902.01,Shopping,Paid for groceries
2024-08-05 10:46:32.872609,167.16,Education,Paid for groceries
2020-07-24 10:46:32.872609,480.74,Travel,Bought clothes
2020-10-28 10:46:32.872609,343.31,Travel,Electricity bill
2022-09-20 10:46:32.872609,903.95,Education,Paid for groceries
2023-01-05 10:46:32.872609,195.24,Travel,Paid for groceries
2024-08-30 10:46:32.872609,364.42,Food,Paid for groceries
2022-11-28 10:46:32.872609,171.12,Entertainment,Online course fee
2021-06-27 10:46:32.872609,551.31,Food,Watched a movie
2025-07-07 10:46:32.872609,754.52,Utilities,Lunch with friends
2022-11-16 10:46:32.872609,444.62,Travel,Online course fee
2023-04-27 10:46:32.872609,620.45,Travel,Uber ride
2025-07-01 10:46:32.872609,597.64,Health,Watched a movie
2022-09-05 10:46:32.872609,697.55,Health,Watched a movie
2022-07-11 10:46:32.872609,733.65,Health,Electricity bill
2023-08-14 10:46:32.872609,478.84,Utilities,Lunch with friends
2022-08-29 10:46:32.872609,251.15,Shopping,Lunch with friends
2021-02-14 10:46:32.872609,726.14,Education,Bought clothes
2025-03-15 10:46:32.872609,604.93,Food,Doctor visit
2023-03-30 10:46:32.872609,487.73,Utilities,Doctor visit
2024-12-23 10:46:32.872609,407.14,Shopping,Watched a movie
2025-05-26 10:46:32.872609,49.73,Utilities,Paid for groceries
2023-10-18 10:46:32.872609,929.7,Shopping,Watched a movie
2024-03-16 10:46:32.872609,241.96,Shopping,Electricity bill
2024-10-21 10:46:32.872609,935.41,Utilities,Bought clothes
2024-05-29 10:46:32.872609,927.62,Entertainment,Uber ride
2021-10-26 10:46:32.872609,116.78,Utilities,Online course fee
2021-06-20 10:46:32.872609,431.64,Health,Lunch with friends
2023-02-01 10:46:32.872609,276.67,Education,Electricity bill
2020-12-19 10:46:32.872609,581.71,Utilities,Paid for groceries
2025-01-13 10:46:32.872609,597.15,Utilities,Online course fee
2025-04-19 10:46:32.872609,172.39,Entertainment,Lunch with friends
2020-09-28 10:46:32.872609,174.72,Travel,Doctor visit
2022-03-17 10:46:32.872609,307.58,Entertainment,Watched a movie
2020-09-01 10:46:32.872609,600.88,Shopping,Bought clothes
2022-05-05 10:46:32.872609,700.66,Utilities,Bought clothes
2022-01-07 10:46:32.872609,528.84,Travel,Watched a movie
2021-02-21 10:46:32.872609,951.98,Food,Bought clothes
2020-12-20 10:46:32.872609,572.31,Education,Online course fee
2022-06-22 10:46:32.872609,148.15,Education,Paid for groceries
2021-07-05 10:46:32.872609,666.77,Education,Watched a movie
2025-07-14 10:46:32.872609,790.68,Travel,Doctor visit
2022-08-29 10:46:32.872609,63.26,Entertainment,Bought clothes
2021-06-16 10:46:32.872609,99.49,Travel,Electricity bill
2024-08-29 10:46:32.872609,794.93,Utilities,Doctor visit
2020-12-22 10:46:32.872609,150.05,Food,Electricity bill
2023-08-16 10:46:32.872609,352.64,Shopping,Lunch with friends
2021-01-28 10:46:32.872609,402.03,Education,Bought clothes
2022-06-14 10:46:32.872609,465.98,Food,Doctor visit
2023-11-20 10:46:32.872609,662.02,Travel,Lunch with friends
2023-12-30 10:46:32.872609,208.4,Utilities,Bought clothes
2023-04-06 10:46:32.872609,180.35,Utilities,Bought clothes
2024-07-03 10:46:32.872609,314.45,Health,Uber ride
2020-09-23 10:46:32.872609,192.75,Utilities,Bought clothes
2022-12-22 10:46:32.872609,859.18,Travel,Bought clothes
2024-03-21 10:46:32.872609,442.18,Food,Paid for groceries
2021-06-24 10:46:32.872609,726.89,Travel,Lunch with friends
2023-12-17 10:46:32.872609,162.6,Health,Bought clothes
2025-07-18 10:46:32.872609,559.79,Education,Watched a movie
2022-12-28 10:46:32.872609,777.85,Education,Doctor visit
2021-06-08 10:46:32.872609,14.9,Entertainment,Bought clothes
2020-11-08 10:46:32.872609,167.74,Food,Bought clothes
2021-02-14 10:46:32.872609,108.91,Food,Paid for groceries
2022-05-31 10:46:32.872609,554.33,Health,Electricity bill
2021-09-15 10:46:32.872609,400.11,Travel,Bought clothes
2021-08-15 10:46:32.872609,220.37,Shopping,Online course fee
2022-11-07 10:46:32.872609,477.58,Travel,Watched a movie
2024-06-18 10:46:32.872609,382.53,Health,Uber ride
2023-08-30 10:46:32.872609,468.85,Travel,Electricity bill
2024-08-08 10:46:32.872609,250.31,Food,Electricity bill
2024-08-24 10:46:32.872609,917.78,Education,Watched a movie
2023-08-02 10:46:32.872609,393.7,Food,Lunch with friends
2022-01-16 10:46:32.872609,325.17,Health,Watched a movie
2024-04-04 10:46:32.872609,935.91,Education,Paid for groceries
2022-02-18 10:46:32.872609,405.88,Shopping,Doctor visit
2022-03-23 10:46:32.872609,333.84,Travel,Bought clothes
2021-11-20 10:46:32.872609,290.36,Education,Lunch with friends
2021-02-03 10:46:32.872609,678.0,Health,Electricity bill
2020-10-31 10:46:32.872609,873.96,Travel,Paid for groceries
2022-10-04 10:46:32.872609,600.97,Health,Bought clothes
2023-10-05 10:46:32.872609,538.77,Shopping,Bought clothes
2023-08-21 10:46:32.872609,353.4,Shopping,Doctor visit
2025-04-07 10:46:32.872609,673.18,Travel,Paid for groceries
2023-04-23 10:46:32.872609,970.52,Shopping,Doctor visit
2021-06-01 10:46:32.872609,36.63,Education,Uber ride
2020-11-10 10:46:32.872609,886.73,Utilities,Online course fee
2022-07-30 10:46:32.872609,186.38,Entertainment,Paid for groceries
2020-07-29 10:46:32.872609,242.81,Health,Electricity bill
2022-12-14 10:46:32.872609,368.66,Entertainment,Bought clothes
2021-01-17 10:46:32.872609,506.44,Health,Electricity bill
2022-03-17 10:46:32.872609,11.58,Travel,Doctor visit
2025-03-05 10:46:32.872609,603.18,Entertainment,Uber ride
2024-04-07 10:46:32.872609,404.2,Utilities,Paid for groceries
2024-01-23 10:46:32.872609,86.5,Entertainment,Lunch with friends
2023-12-03 10:46:32.872609,237.77,Utilities,Uber ride
2023-04-01 10:46:32.872609,504.95,Health,Doctor visit
2021-09-03 10:46:32.872609,53.81,Health,Doctor visit
2021-02-05 10:46:32.872609,308.92,Utilities,Doctor visit
2020-09-12 10:46:32.872609,101.92,Entertainment,Lunch with friends
2021-09-18 10:46:32.872609,390.23,Utilities,Paid for groceries
2021-07-06 10:46:32.872609,188.08,Travel,Watched a movie
2024-02-19 10:46:32.872609,159.24,Travel,Paid for groceries
2022-03-11 10:46:32.872609,317.98,Entertainment,Watched a movie
2021-01-05 10:46:32.872609,678.52,Health,Electricity bill
2023-03-18 10:46:32.872609,485.85,Utilities,Electricity bill
2025-04-15 10:46:32.872609,268.41,Travel,Watched a movie
2021-03-15 10:46:32.872609,955.47,Health,Doctor visit
2022-04-14 10:46:32.872609,187.72,Education,Online course fee
2024-12-15 10:46:32.872609,404.23,Utilities,Watched a movie
2022-10-14 10:46:32.872609,522.18,Travel,Uber ride
2023-03-13 10:46:32.872609,115.37,Health,Uber ride
2023-04-19 10:46:32.872609,808.17,Education,Electricity bill
2024-04-05 10:46:32.872609,352.82,Utilities,Doctor visit
2022-01-15 10:46:32.872609,735.34,Food,Doctor visit
2021-01-24 10:46:32.872609,659.31,Shopping,Uber ride
2024-02-26 10:46:32.872609,410.43,Food,Electricity bill
2023-08-10 10:46:32.872609,808.85,Entertainment,Doctor visit
2022-09-23 10:46:32.872609,169.27,Utilities,Bought clothes
2021-08-04 10:46:32.872609,137.45,Shopping,Paid for groceries
2022-08-20 10:46:32.872609,511.9,Utilities,Lunch with friends
2025-07-09 10:46:32.872609,689.44,Entertainment,Uber ride
2022-09-11 10:46:32.872609,21.47,Food,Uber ride
2022-08-17 10:46:32.872609,657.28,Shopping,Bought clothes
2021-08-08 10:46:32.872609,673.49,Food,Doctor visit
2023-01-20 10:46:32.872609,428.23,Food,Paid for groceries
2020-10-21 10:46:32.872609,63.97,Utilities,Doctor visit
2022-01-12 10:46:32.872609,430.73,Food,Bought clothes
2023-01-08 10:46:32.872609,744.64,Entertainment,Watched a movie
2023-03-01 10:46:32.872609,124.8,Education,Watched a movie
2022-01-12 10:46:32.872609,809.05,Health,Uber ride
2021-10-28 10:46:32.872609,909.13,Food,Lunch with friends
2025-04-01 10:46:32.872609,507.04,Utilities,Uber ride
2022-01-23 10:46:32.872609,783.19,Utilities,Doctor visit
2023-09-20 10:46:32.872609,714.9,Entertainment,Lunch with friends
2020-11-25 10:46:32.872609,845.73,Food,Doctor visit
2021-05-27 10:46:32.872609,972.05,Utilities,Doctor visit
2024-10-09 10:46:32.872609,120.56,Shopping,Lunch with friends
2024-06-17 10:46:32.872609,187.05,Shopping,Uber ride
2024-04-18 10:46:32.872609,429.82,Utilities,Online course fee
2021-02-05 10:46:32.872609,762.01,Utilities,Online course fee
2021-01-13 10:46:32.872609,871.61,Shopping,Bought clothes
2024-04-20 10:46:32.872609,89.21,Travel,Electricity bill
2022-06-26 10:46:32.872609,16.89,Education,Electricity bill
2025-02-01 10:46:32.872609,948.72,Utilities,Watched a movie
2023-08-04 10:46:32.872609,710.49,Health,Online course fee
2022-11-16 10:46:32.872609,265.26,Travel,Bought clothes
2024-10-18 10:46:32.872609,519.75,Utilities,Paid for groceries
2023-11-11 10:46:32.872609,618.37,Education,Online course fee
2021-10-30 10:46:32.872609,873.48,Travel,Uber ride
2023-08-29 10:46:32.872609,440.54,Utilities,Online course fee
2020-11-23 10:46:32.872609,470.12,Shopping,Electricity bill
2025-04-08 10:46:32.872609,49.45,Education,Uber ride
2022-09-22 10:46:32.872609,869.22,Entertainment,Doctor visit
2025-02-22 10:46:32.872609,465.65,Health,Online course fee
2023-06-27 10:46:32.872609,59.57,Health,Bought clothes
2022-11-26 10:46:32.872609,603.33,Education,Doctor visit
2023-07-23 10:46:32.872609,375.6,Health,Electricity bill
2024-05-29 10:46:32.872609,431.45,Utilities,Paid for groceries
2025-06-01 10:46:32.872609,678.25,Food,Paid for groceries
2023-03-21 10:46:32.872609,769.17,Education,Lunch with friends
2023-10-07 10:46:32.872609,33.3,Education,Online course fee
2025-07-01 10:46:32.872609,274.56,Education,Uber ride
2021-11-16 10:46:32.872609,300.31,Shopping,Doctor visit
2023-03-24 10:46:32.872609,422.89,Food,Paid for groceries
2022-03-26 10:46:32.872609,452.3,Utilities,Watched a movie
2020-12-30 10:46:32.872609,304.71,Entertainment,Electricity bill
2022-10-08 10:46:32.872609,45.26,Utilities,Paid for groceries
2025-05-05 10:46:32.872609,120.57,Health,Doctor visit
2024-07-23 10:46:32.872609,734.59,Education,Online course fee
2020-10-01 10:46:32.872609,535.96,Entertainment,Doctor visit
2023-05-16 10:46:32.872609,402.25,Shopping,Online course fee
2023-10-04 10:46:32.872609,183.48,Travel,Lunch with friends
2023-06-15 10:46:32.872609,539.64,Utilities,Lunch with friends
2025-01-16 10:46:32.872609,134.79,Utilities,Uber ride
2023-10-05 10:46:32.872609,153.2,Education,Watched a movie
2024-05-09 10:46:32.872609,498.52,Entertainment,Bought clothes
2024-01-13 10:46:32.872609,893.79,Travel,Bought clothes
2021-05-19 10:46:32.872609,351.93,Food,Online course fee
2021-03-25 10:46:32.872609,463.45,Utilities,Paid for groceries
2024-10-19 10:46:32.872609,621.07,Travel,Paid for groceries
2023-01-27 10:46:32.872609,919.59,Shopping,Paid for groceries
2021-07-11 10:46:32.872609,904.54,Entertainment,Uber ride
2021-06-29 10:46:32.872609,932.94,Entertainment,Paid for groceries
2021-09-28 10:46:32.872609,822.28,Food,Uber ride
2025-02-01 10:46:32.872609,573.38,Travel,Watched a movie
2021-08-20 10:46:32.872609,50.23,Travel,Online course fee
2021-04-06 10:46:32.872609,333.32,Food,Uber ride
2020-10-17 10:46:32.872609,47.9,Entertainment,Paid for groceries
2022-12-06 10:46:32.872609,613.26,Travel,Bought clothes
2020-12-29 10:46:32.872609,726.57,Shopping,Electricity bill
2024-05-21 10:46:32.872609,814.35,Food,Lunch with friends
2022-12-30 10:46:32.872609,110.11,Education,Uber ride
2021-09-08 10:46:32.872609,517.51,Education,Bought clothes
2025-03-02 10:46:32.872609,728.15,Food,Paid for groceries
2024-01-27 10:46:32.872609,344.4,Health,Watched a movie
2021-05-20 10:46:32.872609,640.37,Travel,Online course fee
2025-03-26 10:46:32.872609,308.97,Travel,Uber ride
2023-11-22 10:46:32.872609,406.73,Education,Online course fee
2022-01-01 10:46:32.872609,192.09,Health,Bought clothes
2022-05-07 10:46:32.872609,749.3,Entertainment,Uber ride
2024-08-19 10:46:32.872609,724.38,Entertainment,Online course fee
2025-01-30 10:46:32.872609,745.26,Travel,Lunch with friends
2020-12-06 10:46:32.872609,88.49,Shopping,Doctor visit
2021-01-16 10:46:32.872609,913.22,Food,Uber ride
2022-09-24 10:46:32.872609,965.51,Entertainment,Doctor visit
2023-09-04 10:46:32.872609,795.71,Shopping,Online course fee
2022-10-13 10:46:32.872609,575.19,Entertainment,Paid for groceries
2023-08-26 10:46:32.872609,994.97,Entertainment,Doctor visit
2022-05-20 10:46:32.872609,619.43,Travel,Paid for groceries
2025-05-11 10:46:32.872609,543.77,Education,Online course fee
2022-02-07 10:46:32.872609,795.79,Entertainment,Doctor visit
2023-06-21 10:46:32.872609,697.31,Food,Online course fee
2023-02-15 10:46:32.872609,58.34,Utilities,Electricity bill
2025-06-14 10:46:32.872609,577.6,Education,Online course fee
2020-08-16 10:46:32.872609,223.06,Travel,Lunch with friends
2024-12-18 10:46:32.872609,936.12,Shopping,Electricity bill
2024-06-25 10:46:32.872609,282.04,Entertainment,Paid for groceries
2024-01-19 10:46:32.872609,691.97,Shopping,Paid for groceries
2023-11-07 10:46:32.872609,193.86,Travel,Lunch with friends
2023-06-27 10:46:32.872609,506.55,Food,Electricity bill
2024-12-08 10:46:32.872609,55.28,Utilities,Lunch with friends
2022-11-28 10:46:32.872609,404.68,Education,Electricity bill
2021-03-09 10:46:32.872609,189.45,Entertainment,Paid for groceries
2022-11-17 10:46:32.872609,292.06,Shopping,Uber ride
2021-05-24 10:46:32.872609,15.0,Travel,Watched a movie
2021-05-21 10:46:32.872609,215.06,Utilities,Lunch with friends
2023-09-25 10:46:32.872609,784.23,Health,Electricity bill
2023-11-08 10:46:32.872609,660.64,Food,Bought clothes
2023-10-28 10:46:32.872609,282.02,Utilities,Lunch with friends
2024-10-22 10:46:32.872609,467.82,Travel,Bought clothes
2021-02-12 10:46:32.872609,792.36,Food,Doctor visit
2021-02-23 10:46:32.872609,638.51,Shopping,Online course fee
2023-09-17 10:46:32.872609,106.18,Health,Watched a movie
2024-12-04 10:46:32.872609,232.58,Utilities,Paid for groceries
2021-02-13 10:46:32.872609,711.92,Shopping,Lunch with friends
2024-12-17 10:46:32.872609,228.85,Utilities,Bought clothes
2022-02-27 10:46:32.872609,615.27,Education,Paid for groceries
2025-06-02 10:46:32.872609,730.88,Health,Bought clothes
2023-07-23 10:46:32.872609,613.22,Travel,Paid for groceries
2025-06-28 10:46:32.872609,466.04,Utilities,Online course fee
2022-06-26 10:46:32.872609,426.56,Health,Lunch with friends
2025-06-23 10:46:32.872609,599.28,Travel,Doctor visit
2022-11-10 10:46:32.872609,546.04,Shopping,Uber ride
2022-01-13 10:46:32.872609,480.85,Education,Watched a movie
2022-09-14 10:46:32.872609,562.08,Education,Doctor visit
2024-03-24 10:46:32.872609,349.52,Education,Watched a movie
2023-04-12 10:46:32.872609,326.45,Entertainment,Bought clothes
2023-10-06 10:46:32.872609,824.4,Food,Online course fee
2023-12-21 10:46:32.872609,160.26,Food,Lunch with friends
2023-03-17 10:46:32.872609,855.81,Entertainment,Uber ride
2020-10-06 10:46:32.872609,503.98,Entertainment,Watched a movie
2021-07-09 10:46:32.872609,536.92,Education,Online course fee
2022-02-06 10:46:32.872609,178.31,Food,Lunch with friends
2022-10-25 10:46:32.872609,396.16,Utilities,Watched a movie
2021-05-12 10:46:32.872609,408.91,Shopping,Paid for groceries
2024-01-09 10:46:32.872609,664.09,Health,Online course fee
2023-12-20 10:46:32.872609,575.6,Shopping,Online course fee
2024-05-16 10:46:32.872609,87.82,Travel,Online course fee
2024-06-11 10:46:32.872609,491.67,Utilities,Lunch with friends
2022-10-22 10:46:32.872609,985.1,Utilities,Doctor visit
2020-10-09 10:46:32.872609,92.26,Education,Uber ride
2022-10-10 10:46:32.872609,750.53,Shopping,Doctor visit
2025-07-17 10:46:32.872609,534.3,Shopping,Lunch with friends
2025-06-26 10:46:32.872609,310.99,Food,Uber ride
2022-05-31 10:46:32.872609,753.35,Health,Uber ride
2024-06-05 10:46:32.872609,456.98,Shopping,Online course fee
2021-11-20 10:46:32.872609,472.71,Shopping,Watched a movie
2020-10-30 10:46:32.872609,164.34,Health,Doctor visit
2024-09-26 10:46:32.872609,589.09,Shopping,Online course fee
2023-03-22 10:46:32.872609,628.02,Travel,Paid for groceries
2022-01-23 10:46:32.872609,569.24,Entertainment,Doctor visit
2022-08-23 10:46:32.872609,421.24,Education,Doctor visit
2020-09-01 10:46:32.872609,767.29,Shopping,Online course fee
2022-06-13 10:46:32.872609,753.87,Entertainment,Bought clothes
2025-02-20 10:46:32.872609,291.05,Food,Watched a movie
2025-01-02 10:46:32.872609,746.61,Utilities,Bought clothes
2022-04-03 10:46:32.872609,989.78,Travel,Uber ride
2022-04-19 10:46:32.872609,381.53,Travel,Paid for groceries
2022-02-16 10:46:32.872609,542.22,Education,Lunch with friends
2025-04-13 10:46:32.872609,384.64,Shopping,Bought clothes
2023-04-24 10:46:32.872609,949.33,Travel,Electricity bill
2025-05-14 10:46:32.872609,132.26,Entertainment,Paid for groceries
2024-06-16 10:46:32.872609,401.79,Entertainment,Paid for groceries
2024-05-24 10:46:32.872609,219.19,Entertainment,Electricity bill
2021-02-08 10:46:32.872609,119.53,Utilities,Doctor visit
2025-06-05 10:46:32.872609,296.46,Shopping,Doctor visit
2021-10-31 10:46:32.872609,866.24,Health,Online course fee
2021-04-23 10:46:32.872609,769.21,Education,Doctor visit
2022-03-29 10:46:32.872609,984.54,Shopping,Bought clothes
2024-09-22 10:46:32.872609,979.11,Utilities,Bought clothes
2023-01-15 10:46:32.872609,554.57,Utilities,Lunch with friends
2024-11-23 10:46:32.872609,358.5,Food,Lunch with friends
2025-03-09 10:46:32.872609,225.58,Entertainment,Lunch with friends
2022-05-10 10:46:32.872609,901.45,Entertainment,Bought clothes
2022-01-24 10:46:32.872609,286.09,Entertainment,Paid for groceries
2024-08-22 10:46:32.872609,772.79,Entertainment,Bought clothes
2022-11-22 10:46:32.872609,633.97,Education,Uber ride
2023-12-12 10:46:32.872609,667.59,Food,Online course fee
2024-03-05 10:46:32.872609,689.98,Health,Lunch with friends
2021-01-20 10:46:32.872609,636.79,Food,Lunch with friends
2021-08-10 10:46:32.872609,639.85,Food,Uber ride
2023-01-12 10:46:32.872609,507.28,Food,Electricity bill
2021-09-27 10:46:32.872609,537.18,Entertainment,Online course fee
2025-03-05 10:46:32.872609,232.85,Entertainment,Uber ride
2022-11-02 10:46:32.872609,409.93,Entertainment,Doctor visit
2024-09-16 10:46:32.872609,759.26,Utilities,Watched a movie
2023-04-10 10:46:32.872609,293.42,Shopping,Lunch with friends
2024-10-24 10:46:32.872609,925.3,Travel,Electricity bill
2023-06-14 10:46:32.872609,165.4,Entertainment,Paid for groceries
2025-06-02 10:46:32.872609,874.61,Food,Uber ride
2022-08-26 10:46:32.872609,406.05,Entertainment,Electricity bill
2025-02-27 10:46:32.872609,13.3,Travel,Watched a movie
2020-11-14 10:46:32.872609,831.57,Education,Paid for groceries
2023-06-12 10:46:32.872609,765.31,Health,Electricity bill
2024-12-28 10:46:32.872609,659.63,Health,Doctor visit
2021-06-12 10:46:32.872609,686.52,Utilities,Watched a movie
2020-12-03 10:46:32.872609,107.34,Travel,Doctor visit
2022-04-20 10:46:32.872609,584.36,Food,Doctor visit
2024-07-14 10:46:32.872609,423.92,Health,Paid for groceries
2023-05-25 10:46:32.872609,424.09,Food,Paid for groceries
2022-10-26 10:46:32.872609,196.99,Entertainment,Doctor visit
2021-04-25 10:46:32.872609,38.75,Entertainment,Watched a movie
2024-12-06 10:46:32.872609,231.95,Shopping,Paid for groceries
2025-04-30 10:46:32.872609,613.61,Health,Paid for groceries
2023-06-30 10:46:32.872609,508.33,Entertainment,Bought clothes
2025-06-26 10:46:32.872609,89.7,Utilities,Lunch with friends
2023-09-29 10:46:32.872609,574.88,Utilities,Online course fee
2020-09-19 10:46:32.872609,414.69,Travel,Lunch with friends
2021-07-12 10:46:32.872609,32.61,Health,Bought clothes
2021-08-20 10:46:32.872609,613.71,Utilities,Lunch with friends
2025-06-18 10:46:32.872609,174.79,Shopping,Electricity bill
2025-03-23 10:46:32.872609,629.24,Utilities,Watched a movie
2021-09-06 10:46:32.872609,687.52,Health,Online course fee
2025-04-01 10:46:32.872609,952.33,Entertainment,Uber ride
2020-11-17 10:46:32.872609,32.49,Education,Online course fee
2021-12-14 10:46:32.872609,605.33,Entertainment,Bought clothes
2020-09-27 10:46:32.872609,791.98,Utilities,Paid for groceries
2023-02-11 10:46:32.872609,395.45,Entertainment,Bought clothes
2020-11-02 10:46:32.872609,516.22,Education,Watched a movie
2022-07-30 10:46:32.872609,201.1,Education,Bought clothes
2024-07-04 10:46:32.872609,914.07,Health,Bought clothes
2021-09-02 10:46:32.872609,463.19,Entertainment,Paid for groceries
2022-02-03 10:46:32.872609,725.83,Health,Paid for groceries
2022-08-15 10:46:32.872609,246.92,Shopping,Paid for groceries
2025-03-04 10:46:32.872609,477.45,Entertainment,Uber ride
2023-02-27 10:46:32.872609,715.66,Utilities,Watched a movie
2023-05-22 10:46:32.872609,207.79,Shopping,Bought clothes
2022-10-12 10:46:32.872609,141.32,Travel,Doctor visit
2024-02-13 10:46:32.872609,74.16,Entertainment,Electricity bill
2021-04-01 10:46:32.872609,40.58,Utilities,Watched a movie
2024-05-17 10:46:32.872609,581.83,Education,Bought clothes
2020-09-22 10:46:32.872609,464.6,Education,Paid for groceries
2021-11-29 10:46:32.872609,686.83,Shopping,Lunch with friends
2022-08-23 10:46:32.872609,449.22,Utilities,Watched a movie
2023-04-19 10:46:32.872609,249.46,Health,Uber ride
2023-11-20 10:46:32.872609,185.11,Health,Lunch with friends
2023-01-21 10:46:32.872609,466.79,Entertainment,Online course fee
2021-07-20 10:46:32.872609,644.97,Utilities,Doctor visit
2025-06-08 10:46:32.872609,805.65,Education,Watched a movie
2023-03-20 10:46:32.872609,839.5,Entertainment,Online course fee
2023-11-05 10:46:32.872609,873.36,Travel,Online course fee
2023-08-25 10:46:32.872609,909.79,Entertainment,Electricity bill
2022-07-08 10:46:32.872609,252.41,Health,Lunch with friends
2022-06-27 10:46:32.872609,724.83,Food,Bought clothes
2021-06-21 10:46:32.872609,79.14,Education,Doctor visit
2025-04-02 10:46:32.872609,751.12,Entertainment,Uber ride
2022-01-02 10:46:32.872609,685.2,Food,Online course fee
2024-10-02 10:46:32.872609,412.28,Travel,Electricity bill
2025-03-19 10:46:32.872609,524.57,Travel,Electricity bill
2024-06-01 10:46:32.872609,475.51,Food,Doctor visit
2021-01-23 10:46:32.872609,391.46,Shopping,Electricity bill
2022-02-25 10:46:32.872609,785.21,Health,Lunch with friends
2020-09-16 10:46:32.872609,958.0,Entertainment,Doctor visit
2022-09-21 10:46:32.872609,884.52,Shopping,Online course fee
2020-10-31 10:46:32.872609,541.97,Health,Paid for groceries
2021-06-20 10:46:32.872609,718.64,Entertainment,Paid for groceries
2025-05-05 10:46:32.872609,610.91,Entertainment,Electricity bill
2023-10-06 10:46:32.872609,989.32,Health,Electricity bill
2024-12-05 10:46:32.872609,717.62,Health,Bought clothes
2021-10-03 10:46:32.872609,444.14,Education,Paid for groceries
2025-05-12 10:46:32.872609,829.48,Health,Electricity bill
2021-10-18 10:46:32.872609,69.19,Education,Bought clothes
2024-03-08 10:46:32.872609,813.55,Food,Watched a movie
2021-10-26 10:46:32.872609,830.02,Education,Paid for groceries
2024-05-09 10:46:32.872609,727.9,Travel,Doctor visit
2021-09-18 10:46:32.872609,49.51,Utilities,Online course fee
2022-01-24 10:46:32.872609,405.44,Entertainment,Lunch with friends
2024-03-17 10:46:32.872609,928.12,Entertainment,Lunch with friends
2022-11-07 10:46:32.872609,632.98,Travel,Uber ride
2023-06-08 10:46:32.872609,445.65,Health,Electricity bill
2020-09-01 10:46:32.872609,789.55,Entertainment,Doctor visit
2025-05-27 10:46:32.872609,112.59,Education,Uber ride
2024-12-06 10:46:32.872609,848.6,Shopping,Doctor visit
2024-11-09 10:46:32.872609,760.36,Food,Paid for groceries
2024-05-19 10:46:32.872609,584.01,Shopping,Watched a movie
2020-08-09 10:46:32.872609,793.7,Food,Uber ride
2023-03-19 10:46:32.872609,724.77,Utilities,Electricity bill
2021-04-18 10:46:32.872609,372.8,Education,Paid for groceries
2024-03-08 10:46:32.872609,659.97,Entertainment,Doctor visit
2021-07-11 10:46:32.872609,150.53,Entertainment,Uber ride
2023-12-05 10:46:32.872609,250.64,Utilities,Online course fee
2025-01-17 10:46:32.872609,487.77,Utilities,Online course fee
2020-08-08 10:46:32.872609,271.86,Utilities,Online course fee
2021-10-23 10:46:32.872609,336.73,Education,Paid for groceries
2021-12-20 10:46:32.872609,696.78,Food,Uber ride
2023-12-19 10:46:32.872609,463.66,Education,Electricity bill
2025-01-25 10:46:32.872609,711.99,Utilities,Bought clothes
2022-04-08 10:46:32.872609,754.98,Education,Electricity bill
2024-07-20 10:46:32.872609,759.41,Travel,Lunch with friends
2024-07-13 10:46:32.872609,349.02,Shopping,Watched a movie
2024-02-28 10:46:32.872609,692.3,Shopping,Watched a movie
2022-02-05 10:46:32.872609,337.35,Education,Lunch with friends
2022-12-06 10:46:32.872609,455.87,Education,Paid for groceries
2022-09-01 10:46:32.872609,265.34,Travel,Online course fee
2025-05-01 10:46:32.872609,282.55,Entertainment,Bought clothes
2022-07-06 10:46:32.872609,45.39,Shopping,Online course fee
2023-02-17 10:46:32.872609,148.62,Entertainment,Uber ride
2021-12-20 10:46:32.872609,526.56,Food,Doctor visit
2021-10-11 10:46:32.872609,35.68,Food,Electricity bill
2023-03-04 10:46:32.872609,881.37,Travel,Lunch with friends
2022-04-01 10:46:32.872609,567.9,Health,Online course fee
2024-05-08 10:46:32.872609,716.67,Travel,Doctor visit
2023-06-23 10:46:32.872609,313.6,Health,Watched a movie
